"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"","","","","","","","","","","","","","","","","","",""
"","star","irving","best","declining","covid","vaccine","","","","","","","","","","","",""
"twesije","strategies","bottas","holding","competition","lewis","like","","star","always","fronted","apparel","sales","","stars","fronted","","label",""
"didn’t","","play","ball","","","","","kyrieirving","","make","decisions","","telling","anyone","freedom","","donotcomply",""
"watch","","respect","anyone","standup","rights","","","","","","","","","","","","",""
"","","name","","star","","","","","thinks","","smarter","everyone","","","","","",""
"","super","star","","lakers","kobe","bryant","","season","ebay","","","","","","","","",""
"attic","brewing","releasing","beer","created","former","","star","rasheed","wallace","","","","","","","","",""
"","smith","stung","hornets","college","golf","tourney","","","","","","","","","","","",""
"major","early","","","star","game","vibes","","","","","","","","","","","",""
"","problem","team","","wants","deal","antics","virtually","untradeable","star","","history","","","","","","",""
"jadeschuso","kyrie","irving","","star","","","","","","","","","","","","","",""
"","dudes","level","","that’s","acceptable","someone","start","getting","","team","","reach","super","star","level","haven’t","even","made"
"star","team","","","wanna","hear","","","","","","","","","","","","",""
"dapper","labs","signs","multiyear","partnership","","star","kevin","durant’s","boardroom","","","","","","","","",""
"attic","brewing","releasing","beer","created","former","","star","rasheed","wallace","phillyvoice","","","pqlmtwsues","","","","",""
"","want","accolades","","zero","argument","","overcome","someone","since","","improved","player","dpoy","star","","","mvps","finals"
"","","that’s","just","awards","titles","","","","","","","","","","","","",""
"thunder","need","really","careful","tanking","","draft","lottery","something","hurt","knicks","years","avoid","oklahoma","city","might","want","trade","picks"
"star","player","feel","time","right","","","","","","","","","","","","","",""
"proud","kyrie","irving","","star","","","","","","","","","","","","","",""
"kyrie","","retiring","nets","star","says","believe","retiring","speculation","hang","vaccine","mandate","","","bqngxxuoth","","","",""
"butler_jay","true","star","league","","shown","care","follow","guidelines","play","","","","","","","","",""
"","star","kyrie","irving","gives","million","refuse","covid","shot","","","","star","kyrie","irving","gives","million","refuse","covid"
"shot","stands","black","community","","york","","","","","","","","","","","","",""
"","star","serge","ibaka","developing","animated","kids","series","deadline","","","","","","","","","",""
"kyrie","irving","shares","thoughts","covid","vaccine","mandates","says","plan","retiring","brooklyn","nets","star","kyrie","irving","took","instagram","live","wednesday"
"night","talk","controversy","surrounding","covid","vaccine","stance","","","","","","","","","","","",""
"","raptors","future","star","player","","","","","","","","","","","","","",""
"nolimitleb","facts","compare","star","","tweets","","footballer","much","difference","","stars","","tweets","feel","","need","whole","team"
"tweet","football","","hate","that’s","","","","","","","","","","","","","",""
"","star","gets","blood","clots","says","","ends","season","possibly","career","","","","","","","",""
"","","thank","pretty","stoked","although","know","just","jinxed","league","","someone","else","pulled","league","would've","become","minor","league"
"sorely","needed","","","dones","jalen","would've","become","time","","star","","league","fold","","","","",""
"","star","kyrie","irving","gives","million","refuse","covid","shot","stands","black","community","","york","vaccine","impact","","",""
"dapper","labs","signs","multiyear","partnership","","star","kevin","durant’s","boardroom","coindesk","","","","","","","",""
"","people","listen","dude","","","","star","wasn’t","wouldn’t","","play","","doesn’t","want","","vaccinated","choice","unlike"
"folks","gots","","need","","anymore","folks","need","stop","listening","gibberish","","following","rabbit","hole","","","",""
"","half","association","star","players","protested","like","","kills","sumbody","","wouldn’t","choice","allow","play","","","",""
"","star","kyrieirving","wants","know","","analyst","","","talk","","discussing","","star","kyrie","irving","vaccinated","",""
"think","","disconnect","like","","","analysts","like","star","guys","know","someone","","","","","like","grinder","types"
"well","least","gretzky","","","","talking","shit","like","shaq","damn","shame","","","","","","",""
"","zankouchiha","","years","","elite","superstars","gonna","","washed","rate","keeps","improving","","star","","","",""
"could’ve","said","something","long","","wanted","sounds","like","","comfortable","attention","comes","star","","player","","just","blowing",""
"","clip","","","","","","","","","","","","","","","","",""
"kyrie’s","gotta","","","star","recent","memory","","","","","","","","","","","",""
"","star","retires","prime","never","happens","lions","","","","","","","","","","","",""
"","lmaoooo","","already","putting","star","","caliber","player","bench","","season","","even","start","","","",""
"lakers","related","searches","warriors","detailed","stats","","","","news","related","","","","lakers","","star","trio","unstoppable"
"combustible","","","","","","","","","","","","","","","","","",""
"lakers","related","searches","warriors","golden","state","warriors","detailed","stats","","","","news","related","","","","lakers",""
"star","trio","unstoppable","combustible","","","","","","","","","","","","","","",""
"doctors","blocked","kyrie","irving","","","vaccine","mandate","stands","","","star","playing","","great","","city","","league"
"stand","vaccination","mandates","safety","comes","first","thank","","","","","","","","","","","",""
"","star","derrick","rose","drose","influencer","girlfriend","alaina","anderson","engaged","","","","","","","","",""
"","star","derrick","rose","drose","influencer","girlfriend","alaina","anderson","engaged","","","hkiejbjikq","","","","","",""
"brooklyn","nets","star","kyrie","irving","talking","instagram","live","right","","nbatwitter","","","","","","","",""
"guyssnacks","star","power","popularity","","","local","kids","grow","playing","basketball","hockey","basketball","bigger","legacy","impact","local","scene",""
"","","","","","","","","","","","","","","","","","",""
"getting","reports","","star","devin","booker","seen","courtside","shooting","gold","contax","doubt","","book","influenced","girlfriend","known","shooter","kendall"
"jenner","","","","","","","","","","","","","","","","","",""
"","simmons","","years","league","","star","","","defensive","","point","game","gobert","last","year","player","narrowly","missed"
"dpoy","","trade","jerami","grant","","","","","","","","","","","","","",""
"aneiciaaa_","another","","star","","mention","instead","kyrie","they’d","side","","","","","","","","",""
"episode","guest","","host","","reynolds","caught","veteran","","star","anthony","tolliver","true","gentleman","genuine","person","proven","lives","champion"
"every","","listen","","","","","","","","","","","","","","","",""
"star","bruh","","","zzjxbbjvyh","","","","","","","","","","","","","",""
"espn's","stephen","smith","goes","scorched","earth","benched","","star","kyrieirving","kyrie","called","respect","others","","today","female","waiting","room"
"wife's","","wearing","mask","correctly","","","wyoeqxlhku","yahoo","","","","","","","","","",""
"given","kyrie","irving‘s","objection","vaccinated","mandate","vaccine","maybe","politician","friends","like","former","manhattan","","candidate","tahanienyc","","prevail","upon"
"reconsider","policy","approach","","","","","","","","badksxzekm","","","","","","","",""
"seriously","","whoever","media","trained","thibs","minnesota","","york","rock","star","","","","","","","",""
